Name,zcmb,zhel,error,mb,error_mb,X1,error_X1,c,error_c,LogMst,error_Mst,tmax,error_tmax,"cov(mb,s)","cov(mb,c)","cov(s,c)",set,Radeg,Dedeg,bias,omegam,error_omegam,alpha,error_alpha,beta,error_beta,MB1,error_MB1,deltaM,error_deltaM,deltaM_9,deltaM_9.5,deltaM_10.5,deltaM_11,deltaM_9.9,deltaM_10.1,chi_sq,mydeltaM,mydeltaM_max,mydeltaM_min,deltaM_sSFR,deltaM_sSFR_err,,Host_Galaxy_Data,SN_Name,zcmb,logMst,Mst_upper,Mst_lower,logSFR,SFR_upper,SFR_lower,logsSFR,sSFR_upper,sSFR_lower,local_SFR,local_SFR_upper,local_SFR_lower
sn1992al,0.014411,0.014615,0,14.476032,0.156643,-0.166851,0.084194,-0.108162,0.026736,10.043033,0.280891,48838.33597,0.127386,0.000186,0.000688,-0.000117,3,311.485384,-51.394406,-0.008559,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1992al,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn1992bc,0.020792,0.0202,0,15.116795,0.14683,0.735701,0.090316,-0.110033,0.026485,9.915976,0.280891,48912.605,0.065347,0.0003,0.000679,-0.000111,3,46.316884,-39.559597,-0.009027,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1992bc,0.021,10.345,10.49,9.369,0.212,0.458,-0.534,-10.133,-9.522,-10.365,-3.271,-3.14,-3.415
sn1992bg,0.035218,0.0352,0,16.754961,0.14465,-0.463869,0.120276,-0.046527,0.045142,10.712172,0.280891,48916.1588,0.456019,-0.000679,0.001557,-0.000938,3,115.485632,-62.519456,-0.01128,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1992bg,0.035,10.244,11.937,8.856,1.034,1.419,0.039,-9.21,-8.32,-11.237,-1.726,-1.498,-2.15
sn1992bh,0.041657,0.045,0,17.62515,0.141016,-0.0114,0.152304,0.047159,0.045519,10.542517,0.3,48920.39809,0.432533,-0.00158,0.001291,-0.002043,3,74.862819,-58.830399,-0.012821,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1992bh,0.042,9.289,11.65,8.654,0.825,1.026,-0.106,-8.463,-8.32,-11.237,-2.031,-1.788,-2.383
sn1992bl,0.0424,0.0437,0,17.347518,0.142756,-1.713906,0.088216,-0.045202,0.046268,10.916607,0.280891,48947.27595,0.334726,0.000151,0.001425,-0.000506,3,348.804529,-44.743263,-0.01302,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1992bl,0.043,12.008,12.037,11.782,0.771,0.837,0.741,-11.237,-10.984,-11.237,-3.054,-2.826,-3.515
sn1992bo,0.018902,0.018509,0,15.783958,0.149087,-2.013646,0.066258,-0.042856,0.029151,10.456299,0.280891,48986.149,0.06897,0.00039,0.000768,2.90E-05,3,20.492451,-34.211997,-0.008854,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1992bo,0.019,11.05,11.074,10.992,-99,-99,-99,-99,-99,-99,,,
sn1992bp,0.07884,0.0793,0,18.314101,0.138584,-0.955278,0.125006,-0.100756,0.049759,10.87572,0.280891,48980.5287,0.20751,0.000196,0.001197,-0.000608,3,54.156901,-18.354166,-0.028188,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1992bp,0.079,10.189,12.23,8.691,1.091,1.425,-99,-9.098,-8.32,-99,-2.772,-2.396,-3.366
sn1992bs,0.063345,0.0637,0,18.292783,0.141293,-0.175634,0.134453,-0.03187,0.048377,10.918366,0.280891,48985.24797,0.464091,-0.001672,0.001472,-0.001312,3,52.37489,-37.27185,-0.020445,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1992bs,0.064,10.188,12.338,9.282,1.396,1.718,0.387,-8.792,-8.32,-11.227,-1.796,-1.565,-2.125
sn1992p,0.027637,0.025401,0,16.067616,0.144083,0.743997,0.39397,-0.093472,0.043337,10.389,0.1045,48718.55788,0.558832,-0.002588,0.001247,-0.003043,3,190.703864,10.360068,-0.009889,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1992P,0.028,10.389,10.542,10.333,0.564,0.943,-0.37,-9.824,-9.467,-10.885,,,
sn1993ag,0.049325,0.049,0,17.841201,0.140167,-0.829836,0.144957,0.059604,0.047162,10.730198,0.280891,49316.72604,0.249152,0.000241,0.001262,-0.001275,3,150.89374,-35.46263,-0.015088,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1993ag,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn1993b,0.070153,0.069,0,18.445046,0.146379,-0.438577,0.293983,0.016127,0.056545,10.497219,0.3,49004.75206,0.806437,-0.005447,0.002351,-0.002154,3,158.71742,-34.44172,-0.023611,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1993B,0.07,11.649,12.527,9.504,1.093,1.908,0.403,-10.556,-8.32,-11.227,-1.52,-1.287,-1.921
sn1993h,0.023909,0.024207,0,16.695978,0.145547,-2.160571,0.067065,0.110692,0.029151,10.778119,0.280891,49067.46521,0.259132,-0.000276,0.00084,-0.000533,3,208.20922,-30.70786,-0.009373,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1993H,0.024,10.235,11.342,10.128,0.26,1.539,0.117,-9.975,-8.75,-10.447,-2.345,-2.07,-2.74
sn1993o,0.053126,0.051,0,17.645061,0.139575,-0.706018,0.091601,-0.08094,0.044527,10.05974,0.280891,49134.23594,0.116608,0.000478,0.001194,-4.80E-05,3,202.7849,-33.21516,-0.016386,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1993O,0.053,9.541,11.921,8.127,1.162,1.294,-99,-8.379,-8.32,-99,,,
sn1994m,0.024951,0.023159,0,16.311743,0.145319,-1.525693,0.118051,0.056784,0.03057,11.038,0.187,49475.16816,0.279065,6.20E-05,0.00087,0.000108,3,187.785864,0.605457,-0.009506,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1994M,0.025,11.038,11.229,10.855,-0.097,0.798,-99,-11.135,-10.098,-99,,,
sn1994s,0.015664,0.015177,0,14.780119,0.154751,0.222279,0.18896,-0.0647,0.031411,10.452,0.085,49518.39597,0.24411,0.002533,0.000886,0.000608,3,187.841044,29.134436,-0.008625,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1994S,0.015,10.452,10.53,10.36,0.867,0.92,0.578,-9.585,-9.473,-9.788,-3.251,-3.217,-3.288
sn1995ac,0.048984,0.049902,0,17.075749,0.139079,0.749336,0.121246,-0.038395,0.028157,7.892,1.0135,49992.91854,0.133365,0.000583,0.000718,9.10E-05,3,341.39225,-8.751306,-0.014978,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1995ac,0.049,7.892,8.978,6.951,-0.459,0.154,-1.433,-8.351,-8.32,-9.919,-3.087,-2.852,-3.443
sn1995ak,0.022399,0.022719,0,16.021035,0.149213,-1.090886,0.131289,0.074389,0.035806,10.335397,0.280891,50021.79343,0.388014,0.001485,0.001313,0.001072,3,41.453458,3.230583,-0.009196,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1995ak,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn1996bl,0.034854,0.036,0,16.664677,0.141007,-0.027789,0.133676,-0.010328,0.02785,10.429921,0.280891,50376.54977,0.169924,0.000876,0.000746,0.000295,3,9.074875,11.394583,-0.011203,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1996bl,0.035,10.783,11.712,8.624,0.666,1.089,-0.273,-10.117,-8.32,-11.237,-1.961,-1.759,-2.274
sn1996bv,0.016966,0.016672,0,15.351431,0.153258,0.823253,0.269504,0.16456,0.02851,9.936639,0.280891,50404.1626,0.614375,-0.003536,0.000834,-0.000338,3,94.054167,57.052472,-0.008707,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1996bv,0.017,10.273,10.624,9.273,0.501,0.664,-0.382,-9.773,-8.75,-10.246,-1.962,-1.828,-2.203
sn1996c,0.030721,0.02959,0,16.647115,0.142617,0.65918,0.12833,0.064364,0.029154,10.309,0.122,50129.04519,0.340228,-0.000719,0.000806,-0.000581,3,207.74619,49.3436,-0.0104,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1996C,0.03,10.309,10.422,10.178,0.672,0.965,0.04,-9.638,-9.274,-10.204,,,
sn1997dg,0.030482,0.0308,0,16.849731,0.1417,-0.334473,0.175879,-0.030644,0.026018,6,5,50720.33645,0.28657,-0.000458,0.000632,-0.000176,3,355.05921,26.20328,-0.010357,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1997dg,0.03,8.831,10.471,7.513,-0.46,-0.058,-1.082,-9.291,-8.32,-11.247,-2.209,-2.019,-2.491
sn1997do,0.01055,0.01012,0,14.449314,0.17309,0.791332,0.18787,0.118415,0.030547,9.941915,0.280891,50766.5978,0.115604,0.003521,0.000989,0.001322,3,111.677083,47.093333,-0.008434,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1997do,0.011,9.103,9.426,9.04,0.728,1.089,0.662,-8.375,-8.336,-8.384,,,
sn1997e,0.014256,0.013539,0,15.128363,0.1564,-1.717814,0.088125,0.026015,0.024684,11.191,0.073,50468.05734,0.095269,-4.00E-06,0.00055,-0.000243,3,101.90875,74.4975,-0.008552,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1997E,0.015,11.191,11.233,11.087,0,0.141,-0.048,-11.191,-11.018,-11.191,,,
sn1998ab,0.027688,0.027132,0,16.076604,0.143171,-0.108805,0.127084,0.039115,0.030071,10.789,0.1465,50914.14892,0.07635,0.001716,0.00078,0.000766,3,192.196833,41.924528,-0.009897,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1998ab,0.028,10.789,10.919,10.626,1.381,1.521,0.421,-9.408,-9.177,-10.32,-1.789,-1.588,-2.056
sn1998dx,0.05386,0.054224,0,17.557966,0.140685,-1.597381,0.283786,-0.118312,0.02998,11.314486,0.280891,51071.92685,0.42955,-0.000774,0.000874,0.000698,3,272.799542,49.861306,-0.016649,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1998dx,0.053,12.055,12.411,11.573,0.963,1.214,-99,-11.092,-11.018,-99,,,
sn1998ef,0.017672,0.017742,0,14.836398,0.150611,-1.170669,0.11818,-0.081454,0.025296,10.429041,0.280891,51113.76337,0.099476,0.001349,0.000613,0.000387,3,15.861958,32.236778,-0.008758,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1998ef,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn1998v,0.01745,0.017572,0,15.122099,0.150702,-0.177036,0.117393,0.000164,0.025212,11.003,0.1825,50892.08072,0.292096,-0.000852,0.000622,-0.000426,3,275.655833,15.702139,-0.008741,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1998V,0.018,11.003,11.174,10.809,0.64,1.476,0.139,-10.363,-9.428,-10.885,,,
sn1999aa,0.015573,0.014443,0,14.726182,0.153276,1.178646,0.043852,-0.083725,0.023186,10.7,0.146,51232.69563,0.045242,-5.90E-05,0.000515,-0.000174,3,126.925125,21.487444,-0.00862,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1999aa,0.015,10.7,10.903,10.611,0.412,1.6,0.354,-10.288,-9.099,-10.369,-2.086,-2.025,-2.17
sn1999ac,0.01006,0.0095,0,14.148421,0.174566,0.202688,0.06844,0.048593,0.025981,9.917,0.1285,51250.61094,0.07897,0.000244,0.000652,-0.000154,3,241.812542,7.972333,-0.008427,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1999ac,0.01,9.917,10.109,9.852,0.139,0.733,-0.055,-9.778,-9.212,-9.995,,,
sn1999ao,0.054931,0.0539,0,17.892389,0.143919,0.257979,0.347778,-0.020237,0.03695,10.363095,0.280891,51243.72554,0.743712,-0.000824,0.001476,0.001923,3,96.860833,-35.840111,-0.017042,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1999ao,0.055,10.128,12.112,8.21,0.195,1.495,-99,-9.933,-8.32,-99,,,
sn1999aw,0.039083,0.038,0,16.773853,0.139901,2.021537,0.126933,-0.049334,0.02731,7.256355,0.3,51254.75473,0.194382,2.00E-06,0.000676,-0.000335,3,165.401542,-6.108778,-0.012166,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1999aw,0.039,10.13,10.982,6.498,-0.584,0.358,-99,-10.714,-8.32,-99,-3.477,-3.056,-4.063
sn1999bp,0.078317,0.077,0,18.420978,0.138307,0.60068,0.224695,-0.054961,0.032081,6,5,51264.28704,0.233029,0.001969,0.000799,0.000353,3,174.942667,-8.860389,-0.027895,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1999bp,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn1999cc,0.031764,0.031328,0,16.789918,0.140686,-1.609961,0.074743,-0.00656,0.024078,11.039,0.095,51315.44637,0.127811,-6.70E-05,0.000523,-0.000123,3,240.675125,37.359556,-0.010589,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1999cc,0.032,11.039,11.195,11.005,1.005,1.59,0.783,-10.034,-9.586,-10.294,-1.916,-1.697,-2.257
sn1999dk,0.01444,0.01496,0,14.843842,0.157099,-0.014266,0.20797,0.049854,0.038269,10.156,0.1185,51414.95509,0.342482,0.000966,0.000972,9.30E-05,3,22.862167,14.284917,-0.008561,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1999dk,0.015,10.156,10.26,10.023,0.458,0.745,0.045,-9.698,-9.334,-10.117,,,
sn1999dq,0.013533,0.014327,0,14.381711,0.158393,0.869173,0.037782,0.026883,0.023491,10.689,0.138,51436.12822,0.038129,-5.00E-05,0.000534,-0.000124,3,38.498667,20.975111,-0.00852,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1999dq,0.013,10.689,10.902,10.626,0.865,1.395,0.28,-9.824,-9.308,-10.502,-1.136,-1.04,-1.251
sn1999gp,0.026677,0.026745,0,16.034919,0.142999,1.779223,0.121179,-0.005868,0.035198,10.819885,0.280891,51550.7878,0.126571,0.000626,0.000753,-0.000519,3,37.913125,39.381194,-0.009746,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,1999gp,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn2000ca,0.02336,0.023616,0,15.581359,0.144317,0.478183,0.082651,-0.09712,0.023886,9.417859,0.280891,51666.34064,0.139785,-7.00E-06,0.000534,-0.000189,3,203.84575,-34.160278,-0.009306,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2000ca,0.024,9.959,10.196,9.65,0.925,1.367,0.54,-9.034,-8.32,-9.277,-1.514,-1.434,-1.634
sn2000cf,0.036934,0.036425,0,17.077342,0.140956,-0.63911,0.113858,-0.028384,0.02622,10.173168,0.280891,51673.05695,0.322395,-0.000697,0.000707,-9.90E-05,3,238.234125,65.936861,-0.011659,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2000cf,0.037,11.193,12.008,8.971,0.615,1.384,0.045,-10.578,-8.32,-11.237,-1.814,-1.562,-2.148
sn2000cn,0.023552,0.023493,0,16.554284,0.144309,-2.506817,0.154559,0.087476,0.025623,10.961891,0.280891,51707.30572,0.067676,0.000859,0.000573,0.000314,3,269.418417,27.832806,-0.009329,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2000cn,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn2000dk,0.017483,0.017442,0,15.364415,0.150122,-2.112751,0.10596,-0.026834,0.025355,10.476629,0.374166,51812.38711,0.097838,0.000278,0.000563,-2.70E-05,3,16.848,32.406444,-0.008744,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2000dk,0.018,11.177,11.218,11.095,-99,-99,-99,-99,-99,-99,-3.745,-3.684,-3.814
sn2001az,0.040259,0.040695,0,16.947362,0.142119,1.203835,0.445484,-0.061247,0.024084,10.656,0.063,52031.08019,0.915222,-0.007405,0.000589,0.000765,3,248.61448,76.02954,-0.012459,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2001az,0.041,10.656,10.702,10.576,1.076,1.161,0.398,-9.58,-9.522,-10.227,,,
sn2001ba,0.030381,0.02942,0,16.215141,0.142175,0.143493,0.101153,-0.123778,0.040276,10.97552,0.280891,52034.36051,0.146839,-2.70E-05,0.001028,-0.000575,3,174.507333,-32.330833,-0.01034,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2001ba,0.03,10.683,11.096,10.547,2.277,2.291,1.101,-8.406,-8.406,-9.462,-2.171,-1.892,-2.558
sn2001bf,0.015504,0.015501,0,14.71178,0.153374,0.549047,0.082741,-0.032776,0.021691,10.205262,0.280891,52046.76029,0.232966,-0.000417,0.000446,-0.000237,3,270.39191,26.25051,-0.008616,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2001bf,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn2001bt,0.014151,0.01464,0,15.283561,0.157186,-0.865299,0.0694,0.163098,0.026535,10.920564,0.280891,52063.99634,0.071965,0.000165,0.000675,-9.40E-05,3,288.444792,-59.289667,-0.008547,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2001bt,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn2001cn,0.015487,0.0155,0,15.285545,0.153742,-0.548801,0.040024,0.129471,0.024043,10.336276,0.280891,52072.93255,0.152222,-0.000306,0.000571,-0.000249,3,281.574333,-65.761611,-0.008615,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2001cn,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn2001cz,0.015554,0.01538,0,15.047556,0.153417,0.167214,0.068755,0.040909,0.024195,10.696785,0.280891,52103.927,0.089277,1.00E-06,0.000552,-0.00012,3,191.875708,-39.580028,-0.008619,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2001cz,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn2001eh,0.037075,0.037036,0,16.620416,0.139296,1.743056,0.13467,-0.036585,0.022576,11.13643,0.280891,52170.15385,0.31085,-0.000584,0.000433,-0.000678,3,24.55023,41.65526,-0.011691,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2001eh,-1,-1,-1,-1,-99,-99,-99,-99,-99,-99,,,
sn2001en,0.015482,0.015871,0,15.08025,0.154168,-0.916368,0.069293,0.001671,0.02335,10.662,0.18,52193.36261,0.327411,-0.000569,0.000536,-0.000357,3,21.34523,34.02502,-0.008615,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2001en,0.015,10.662,10.799,10.439,-0.052,0.716,-0.096,-10.714,-9.84,-10.831,-2.298,-2.068,-2.6
sn2001ep,0.013324,0.013012,0,14.882717,0.158624,-0.925188,0.057481,0.047286,0.021409,10.286,0.1395,52200.06114,0.08336,9.50E-05,0.000413,-4.00E-05,3,74.25145,-4.76112,-0.008512,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2001ep,0.013,10.286,10.362,10.083,0.382,0.872,-0.03,-9.904,-9.234,-10.28,,,
sn2001fe,0.014575,0.013539,0,14.66139,0.155333,0.73797,0.094544,-0.066355,0.022359,10.193,0.1265,52229.37945,0.243985,-0.000216,0.000444,-0.000364,3,144.48759,25.49468,-0.008567,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2001fe,0.015,10.193,10.34,10.087,0.415,0.947,-0.269,-9.778,-9.265,-10.461,-1.856,-1.743,-2.044
sn2001v,0.015791,0.015018,0,14.557266,0.152742,0.916702,0.078089,-0.038383,0.021961,10.842,0.1175,51973.90762,0.052937,0.000571,0.000447,7.20E-05,3,179.353875,25.2025,-0.008633,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2001V,0.016,10.842,10.975,10.74,0.457,0.79,0.056,-10.385,-10.072,-10.885,-3.816,-3.539,-4.186
sn2002bf,0.024746,0.024396,0,16.341106,0.147523,-0.791998,0.133954,0.148436,0.025465,10.603,0.098,52338.3638,0.371608,0.001509,0.000929,0.000824,3,153.926292,55.668528,-0.009479,0.295,0.034,0.141,0.006,3.101,0.075,-19.05,0.02,-0.07,0.023,-0.099,-0.101,-0.141,-0.16,-0.073,-0.076,682/735,-0.049,-0.032,-0.066,-0.046,0.015,,,2002bf,0.025,10.603,10.728,10.532,0.087,0.302,-0.172,-10.516,-10.237,-10.885,-2.228,-2.01,-2.597
